08001         1182.29     441603     yellow
08003          723.21      15445     yellow
08005          804.41     572003     yellow
08007         1354.53      12084     yellow
08009         2558.48       3788 255,255,255
08011         1541.07       6499 255,255,255
08013          740.48     294567     yellow
08014           33.57      55889     yellow
08015         1014.12      17809     yellow
08017         1781.90       1836 255,255,255
08019          396.53       9088     yellow
08021         1290.22       8256     yellow
08023         1229.38       3524     yellow
08025          800.27       5823 255,255,255
08027          739.24       4255     yellow
08029         1149.44      30952     yellow
08031          155.66     600158     yellow
08033         1076.93       2064     yellow
08035          842.30     285465     yellow
08037         1700.76      52197     yellow
08041         2128.60     622263     yellow
08039         1849.08      23086 255,255,255
08043         1533.09      46824     yellow
08045         2958.23      56389     yellow
08047          150.15       5441     yellow
08049         1868.53      14843     yellow
08051         3259.22      15324     yellow
08053         1123.35        843     yellow
08055         1592.37       6711 255,255,255
08057         1619.75       1394     yellow
08059          772.85     534543     yellow
08061         1785.90       1398 255,255,255
08063         2162.43       8270 255,255,255
08067         1700.44      51334     yellow
08065          383.55       7310     yellow
08069         2631.75     299630     yellow
08071         4773.27      15507 255,255,255
08073         2585.21       5467 255,255,255
08075         1845.31      22709 255,255,255
08077         3345.69     146723     yellow
08079          878.16        712     yellow
08081         4755.86      13795     yellow
08083         2035.80      25535     yellow
08085         2246.43      41276     yellow
08087         1293.83      28159 255,255,255
08089         1267.66      18831 255,255,255
08091          542.30       4436     yellow
08093         2209.36      16206     yellow
08095          688.30       4442 255,255,255
08097          970.37      17148     yellow
08099         1645.37      12551 255,255,255
08101         2396.77     159063     yellow
08103         3226.24       6666     yellow
08105          913.10      11982     yellow
08107         2362.11      23509     yellow
08109         3168.32       6108     yellow
08111          388.99        699     yellow
08113         1290.76       7359     yellow
08115          548.83       2379 255,255,255
08117          618.92      27994     yellow
08119          558.58      23350     yellow
08121         2522.90       4814 255,255,255
08123         4013.84     252825     yellow
08125         2369.61      10043 255,255,255
20001             503      14385       blue
20003             583       8110       blue
20005             432      16774       blue
20007            1134       5307 255,255,255
20009             894      28205 255,255,255
20011             637      15379       blue
20013             571      10724       blue
20015            1428      59482       blue
20017             776       3030       blue
20019             642       4359       blue
20021             587      22605       blue
20023            1020       3165 255,255,255
20025             975       2390 255,255,255
20027             644       8822 255,255,255
20029             716      10268 255,255,255
20031             630       8865       blue
20033             788       1967 255,255,255
20035            1126      36291       blue
20037             593      38242       blue
20039             894       3472 255,255,255
20041             848      19344       blue
20043             392       8249       blue
20045             457      99962       blue
20047             622       3449 255,255,255
20049             648       3261       blue
20051             900      27507 255,255,255
20053             716       6525 255,255,255
20055            1300      40523 255,255,255
20057            1099      32458 255,255,255
20059             574      24784       blue
20061             384      27947       blue
20063            1072       3068 255,255,255
20065             898       2946 255,255,255
20067             575       7909 255,255,255
20069             869       5904 255,255,255
20071             778       1534 255,255,255
20073            1140       7673       blue
20075             996       2670 255,255,255
20077             802       6536       blue
20079             539      32869       blue
20081             577       4307 255,255,255
20083             860       2085 255,255,255
20085             657      12657       blue
20087             536      18426       blue
20089             909       3791 255,255,255
20091             477     506562       blue
20093             870       4531 255,255,255
20095             864       8673 255,255,255
20097             722       3278 255,255,255
20099             649      22835       blue
20101             717       2155 255,255,255
20103             463      68691       blue
20105             719       3578 255,255,255
20107             599       9570       blue
20109            1073       3046 255,255,255
20111             851      35935       blue
20115             943      13361       blue
20117             903      10965       blue
20113             900      29554       blue
20119             978       4631 255,255,255
20121             577      28351       blue
20123             700       6932 255,255,255
20125             645      36252       blue
20127             697       6104       blue
20129             730       3496 255,255,255
20131             719      10717       blue
20133             572      16997       blue
20135            1075       3454 255,255,255
20137             878       5953 255,255,255
20139             704      16712       blue
20141             893       4452 255,255,255
20143             721       6163 255,255,255
20145             754       7233 255,255,255
20147             886       6001 255,255,255
20149             844      18209       blue
20151             735       9647 255,255,255
20153            1070       2966 255,255,255
20155            1254      64790 255,255,255
20157             716       5835 255,255,255
20159             727      10761 255,255,255
20161             610      62843       blue
20163             888       5685 255,255,255
20165             718       3551 255,255,255
20167             885       7370 255,255,255
20169             720      53597 255,255,255
20171             718       5120 255,255,255
20173            1000     452869       blue
20175             640      22510 255,255,255
20177             550     169871       blue
20179             896       2813 255,255,255
20181            1056       6760 255,255,255
20183             896       4536 255,255,255
20185             792       4789 255,255,255
20187             680       2406 255,255,255
20189             728       5463 255,255,255
20191            1182      25946       blue
20193            1075       8180 255,255,255
20195             888       3319 255,255,255
20197             798       6885       blue
20199             914       1749 255,255,255
20201             898       6483       blue
20203             719       2531 255,255,255
20205             574      10332       blue
20207             501       3788       blue
20209             151     157882       blue
30001            5543       9202     yellow
30003            4995      12671 255,255,255
30005            4226       7009 255,255,255
30007            1192       4385     yellow
30009            2048       9552     yellow
30011            3340       1360 255,255,255
30013            2698      80327 255,255,255
30015            3973       5970 255,255,255
30017            3783      11696 255,255,255
30019            1426       2017 255,255,255
30021            2373       9059 255,255,255
30023             737       9417     yellow
30025            1620       2837 255,255,255
30027            4339      11893 255,255,255
30029            5099      90928     yellow
30031            2507      67831     yellow
30033            4668       1279 255,255,255
30035            2995      13247 255,255,255
30037            1175       1042 255,255,255
30039            1728       2830     yellow
30041            2896      16673 255,255,255
30043            1657      10049     yellow
30045            1870       2329 255,255,255
30047            1494      26507     yellow
30049            3461      55716     yellow
30051            1430       2158 255,255,255
30053            3613      18837     yellow
30055            2643       1977 255,255,255
30057            3587       6851     yellow
30059            2392       1932     yellow
30061            1220       3884     yellow
30063            2598     108623     yellow
30065            1867       4497 255,255,255
30067            2656      15694     yellow
30069            1654        493 255,255,255
30071            5140       4601 255,255,255
30073            1625       6424 255,255,255
30075            3297       1858 255,255,255
30077            2326       7180     yellow
30079            1737       1199 255,255,255
30081            2394      36070     yellow
30083            2084       9667 255,255,255
30085            2356      10620 255,255,255
30087            5012       9383 255,255,255
30089            2762      10227     yellow
30091            1677       4105 255,255,255
30093             718      34606     yellow
30095            1795       8195 255,255,255
30097            1855       3609 255,255,255
30099            2273       6445 255,255,255
30101            1911       5267 255,255,255
30103             979        861 255,255,255
30105            4921       7675 255,255,255
30107            1423       2259 255,255,255
30109             889       1068 255,255,255
30111            2635     144797 255,255,255
31001             563      31151 255,255,255
31003             857       7452 255,255,255
31005             715        444 255,255,255
31007             746        819 255,255,255
31009             711        583 255,255,255
31011             687       6259 255,255,255
31013            1075      12158 255,255,255
31015             540       2438 255,255,255
31017            1221       3525 255,255,255
31019             968      42259 255,255,255
31021             493       7791        red
31023             584       8767        red
31025             559      24334        red
31027             740       9615        red
31029             894       4068 255,255,255
31031            5961       6148 255,255,255
31033            1196       9830 255,255,255
31035             573       7039 255,255,255
31037             413      10441        red
31039             572      10203        red
31041            2576      11793 255,255,255
31043             264      20253        red
31045            1396       9060 255,255,255
31047            1013      24365 255,255,255
31049             440       2098 255,255,255
31051             476       6339        red
31053             534      36160        red
31055             331     463585        red
31057             920       2292 255,255,255
31059             576       6634 255,255,255
31061             576       3574 255,255,255
31063             975       3099 255,255,255
31065             718       5324 255,255,255
31067             855      22993        red
31069            1705       2292 255,255,255
31071             570       1902 255,255,255
31073             458       2143 255,255,255
31075             776        747 255,255,255
31077             570       2714 255,255,255
31079             546      53534 255,255,255
31081             544       9403 255,255,255
31083             553       3786 255,255,255
31085             713       1068 255,255,255
31087             710       3111 255,255,255
31089            2413      11551 255,255,255
31091             721        783 255,255,255
31093             570       6567 255,255,255
31095             573       8333 255,255,255
31097             376       4488        red
31099             516       6882 255,255,255
31101            1061       8875 255,255,255
31103             773        983 255,255,255
31105             952       4089 255,255,255
31107            1108       9374 255,255,255
31109             839     250291        red
31111            2564      34632 255,255,255
31113             571        774 255,255,255
31115             570        712 255,255,255
31119             573      35226 255,255,255
31117             859        533 255,255,255
31121             485       8204 255,255,255
31123            1424       5440 255,255,255
31125             441       4038 255,255,255
31127             409       7576        red
31129             575       5057 255,255,255
31131             616      15396        red
31133             432       3087        red
31135             883       3200 255,255,255
31137             540       9747 255,255,255
31139             574       7857        red
31141             678      31662 255,255,255
31143             439       5639 255,255,255
31145             717      11448 255,255,255
31147             554       9531        red
31149            1008       1756 255,255,255
31151             575      13843 255,255,255
31153             241     122595        red
31155             754      19830        red
31157             739      36951 255,255,255
31159             575      16496 255,255,255
31161            2441       6198 255,255,255
31163             566       3318 255,255,255
31165            2067       1475 255,255,255
31167             430       6455        red
31169             575       6055 255,255,255
31171             713        729 255,255,255
31173             394       7171        red
31175             568       4647 255,255,255
31177             390      18780        red
31179             444       9851        red
31181             575       4061 255,255,255
31183             575        886 255,255,255
31185             576      14598 255,255,255
38001             988       2343 255,255,255
38003            1492      11066  255,140,0
38005            1389       6660  255,140,0
38007            1152        783 255,255,255
38009            1669       6429  255,140,0
38011            1162       3151 255,255,255
38013            1104       1968  255,140,0
38015            1633      81308 255,255,255
38017            1766     149778  255,140,0
38019            1489       3993  255,140,0
38021            1131       5289  255,140,0
38023            1259       2071 255,255,255
38025            2010       3536 255,255,255
38027             632       2385  255,140,0
38029            1510       3550 255,255,255
38031             635       3343  255,140,0
38033            1002       1680 255,255,255
38035            1438      66861  255,140,0
38037            1660       2394 255,255,255
38039             708       2420  255,140,0
38041            1132       2477 255,255,255
38043            1352       2435 255,255,255
38045            1147       4139  255,140,0
38047             993       1990 255,255,255
38049            1874       5395  255,140,0
38051             975       2809 255,255,255
38053            2742       6360 255,255,255
38055            2110       8962 255,255,255
38057            1045       8424 255,255,255
38059            1926      27471 255,255,255
38061            1824       7673 255,255,255
38063             982       3126  255,140,0
38065             724       1846 255,255,255
38067            1119       7413  255,140,0
38069            1018       4357  255,140,0
38071            1186      11451  255,140,0
38073             863       5457  255,140,0
38075             875       2470  255,140,0
38077            1437      16321  255,140,0
38079             902      13937  255,140,0
38081             859       3829  255,140,0
38083             972       1321 255,255,255
38085            1094       4153 255,255,255
38087            1218        727 255,255,255
38089            1338      24199 255,255,255
38091             712       1975  255,140,0
38093            2222      21100 255,255,255
38095            1025       2246  255,140,0
38097             862       8121  255,140,0
38099            1282      11119  255,140,0
38101            2013      61675  255,140,0
38103            1271       4207  255,140,0
38105            2071      22398 255,255,255
46003             708       2710     purple
46005            1259      17398     purple
46007            1185       3431 255,255,255
46009             563       7070     purple
46011             794      31965     purple
46013            1713      36531     purple
46015             819       5255 255,255,255
46017             471       1912 255,255,255
46019            2249      10110 255,255,255
46021             736       1466 255,255,255
46023            1098       9129 255,255,255
46025             958       3691     purple
46027             412      13864     purple
46029             688      27227     purple
46031            2473       4050 255,255,255
46033            1558       8216 255,255,255
46035             436      19504     purple
46037            1029       5710     purple
46039             624       4364     purple
46041            2303       5301 255,255,255
46043             434       3002     purple
46045            1146       4071 255,255,255
46047            1740       7094 255,255,255
46049            1000       2364 255,255,255
46051             682       7356     purple
46053            1016       4271 255,255,255
46055            1813       1937 255,255,255
46057             511       5903     purple
46059            1437       3431     purple
46061             435       3331     purple
46063            2671       1255 255,255,255
46065             741      17022 255,255,255
46067             813       7343     purple
46069             861       1420 255,255,255
46071            1869       3031 255,255,255
46073             530       2070     purple
46075             971       1006 255,255,255
46077             838       5148     purple
46079             563      11200     purple
46081             800      24097 255,255,255
46083             578      44828     purple
46085            1640       3755 255,255,255
46091             839       4656     purple
46087             575       5618     purple
46089            1137       2459 255,255,255
46093            3471      25434 255,255,255
46095            1307       2048 255,255,255
46097             570       2389     purple
46099             809     169468     purple
46101             520       6486     purple
46103            2776     100948 255,255,255
46105            2872       2982 255,255,255
46107             866       2329 255,255,255
46109            1101      10149     purple
46111             569       2355     purple
46113            2094      13586 255,255,255
46115            1504       6451     purple
46117            1443       2966 255,255,255
46119            1007       1373 255,255,255
46121            1388       9612 255,255,255
46123            1614       5644 255,255,255
46125             617       8347     purple
46127             460      14399     purple
46129             708       5438 255,255,255
46135             522      22438     purple
46137            1962       2801 255,255,255
56001            4274      37276      green
56003            3137      11794      green
56005            4797      47874 255,255,255
56007            7897      15666      green
56009            4255      14008 255,255,255
56011            2859       7155 255,255,255
56013            9183      41110      green
56015            2225      13636 255,255,255
56017            2004       4822      green
56019            4166       8615 255,255,255
56021            2686      94483 255,255,255
56023            4069      17961      green
56025            5340      78621      green
56027            2626       2456 255,255,255
56029            6943      28702      green
56031            2085       8756 255,255,255
56033            2523      29596 255,255,255
56035            4882      10368      green
56037           10426      45267      green
56039            4008      21675      green
56041            2082      21025      green
56043            2240       8464      green
56045            2398       7082 255,255,255
40001             576      22683      green
40003             867       5642      green
40005             978      14182      green
40007            1814       5636 255,255,255
40009             902      22119      green
40011             929      11943      green
40013             909      42416      green
40015            1278      29600      green
40017             900     115541      green
40019             824      47557      green
40021             751      46987      green
40023             774      15205      green
40025            1835       2475 255,255,255
40027             536     255755      green
40029             518       5925      green
40031            1069     124098      green
40033             637       6193      green
40035             761      15029      green
40037             956      69967      green
40039             987      27469      green
40041             741      41487      green
40043            1000       4810      green
40045            1229       4151      green
40047            1058      60580      green
40049             809      27576      green
40051            1101      52431      green
40053            1001       4527      green
40055             639       6239      green
40057             538       2922      green
40059            1039       3685 255,255,255
40061             577      12769      green
40063             807      14003      green
40065             803      26446      green
40067             759       6472      green
40069             645      10957      green
40071             919      46562      green
40073             903      15034      green
40075            1015       9446      green
40077             722      11154      green
40079            1586      50384      green
40081             959      34273      green
40083             745      41848      green
40085             515       9423      green
40093             957       7527      green
40095             371      15840      green
40097             656      41259      green
40087             570      34506      green
40089            1852      33151      green
40091             620      20252      green
40099             418      13488      green
40101             814      70990      green
40103             732      11561      green
40105             565      10536      green
40107             625      12191      green
40109             709     718633      green
40111             697      40069      green
40113            2251      47472      green
40115             471      31848      green
40117             570      16577      green
40119             686      77350      green
40121            1306      45837      green
40123             720      37492      green
40125             788      69442      green
40127            1397      11572      green
40129            1142       3647      green
40131             675      86905      green
40133             632      25482      green
40135             674      42391      green
40137             877      45048      green
40139            2037      20640 255,255,255
40141             872       7992      green
40143             570     603403      green
40145             563      73085      green
40147             417      50976      green
40149            1004      11629      green
40151            1287       8878      green
40153            1242      20081      green
35001            1166     670968        red
35003            6928       3733        red
35005            6071      65890 255,255,255
35006            4540      27658        red
35007            3757      13640 255,255,255
35009            1406      49649 255,255,255
35011            2325       1945 255,255,255
35013            3807     213598        red
35015            4182      54152 255,255,255
35017            3966      29380        red
35019            3031       4619 255,255,255
35021            2126        740 255,255,255
35023            3446       4861        red
35025            4393      65423 255,255,255
35027            4831      20454        red
35028             109      18222        red
35029            2965      25281        red
35031            5449      73664        red
35033            1931       4773 255,255,255
35035            6627      65703        red
35037            2855       9026 255,255,255
35039            5858      40446        red
35041            2449      20446 255,255,255
35043            3710     134259        red
35045            5514     128200        red
35047            4717      29301 255,255,255
35049            1909     145648        red
35051            4180      11943        red
35053            6647      17873        red
35055            2203      32917        red
35057            3345      16345        red
35059            3830       4433 255,255,255
35061            1068      77070        red
48001            1071      58458     purple
48003            1501      14786 255,255,255
48005             802      86771     purple
48007             252      22497     purple
48009             910       8854     purple
48011             914       2148 255,255,255
48013            1232      38628     purple
48015             653      23590     purple
48017             827       6594 255,255,255
48019             792      17645 255,255,255
48021             888      57733     purple
48023             871       4093     purple
48025             880      32359     purple
48027            1059     237974     purple
48029            1247    1392931     purple
48031             711       8418 255,255,255
48033             899        729     purple
48035             989      17204 255,255,255
48037             888      89306     purple
48039            1387     241767     purple
48041             586     152415     purple
48043            6193       8866     purple
48045             900       1790 255,255,255
48047             943       7976     purple
48049             944      37674 255,255,255
48051             666      16470     purple
48053             995      34147 255,255,255
48055             546      32194     purple
48057             512      20647     purple
48059             899      12905     purple
48061             906     335227     purple
48063             198      11549     purple
48065             923       6516 255,255,255
48067             938      30438     purple
48069             898       8285 255,255,255
48071             599      26031     purple
48073            1052      46659     purple
48075             710       7688     purple
48077            1098      11006     purple
48079             775       3730 255,255,255
48081             899       3864 255,255,255
48083            1273       9235 255,255,255
48085             848     491675     purple
48087             919       3206 255,255,255
48089             963      20390     purple
48091             562      78021     purple
48093             938      14026 255,255,255
48095             992       3966 255,255,255
48097             874      36363     purple
48099            1052      74978 255,255,255
48101             901       1904     purple
48103             786       3996 255,255,255
48105            2808       4099 255,255,255
48107             900       7072 255,255,255
48109            3813       2975     purple
48111            1505       6222 255,255,255
48113             880    2294706     purple
48115             902      14985 255,255,255
48117            1497      18561 255,255,255
48119             277       5327     purple
48121             888     584238     purple
48123             909      20013     purple
48125             904       2762     purple
48127            1331      10248     purple
48129             930       3828 255,255,255
48131            1793      13120     purple
48133             926      18297     purple
48135             901     121123 255,255,255
48137            2120       2162 255,255,255
48139             940     111360     purple
48141            1013     721598     purple
48143            1086      33001 255,255,255
48145             769      18576     purple
48147             892      31242     purple
48149             950      21804     purple
48151             901       4344     purple
48153             992       7771 255,255,255
48155             707       1622     purple
48157             875     354452     purple
48159             286       9458     purple
48161             885      17867     purple
48163            1133      16252     purple
48165            1502      14467 255,255,255
48167             399     277563     purple
48169             896       4872 255,255,255
48171            1061      20814 255,255,255
48173             901       1406 255,255,255
48175             854       6928     purple
48177            1068      18628     purple
48179             928      22744 255,255,255
48181             934     110595     purple
48183             274     111379     purple
48185             794      23552     purple
48187             711      89023     purple
48189            1005      36602 255,255,255
48191             903       3782     purple
48193             836       8229 255,255,255
48195             920       5369 255,255,255
48197             695       4724     purple
48199             894      48073     purple
48201            1729    3693050     purple
48203             899      62110     purple
48205            1462       5537 255,255,255
48207             903       6093     purple
48209             678      97589     purple
48211             910       3351 255,255,255
48213             874      73277     purple
48215            1569     569463     purple
48217             962      32321     purple
48219             908      22716 255,255,255
48221             422      41100 255,255,255
48223             785      31960     purple
48225            1231      23185     purple
48227             903      33627 255,255,255
48229            4571       3344     purple
48231             841      76596     purple
48233             887      23857 255,255,255
48235            1052       1771 255,255,255
48237             917       8763     purple
48239             830      14391     purple
48241             938      35604     purple
48243            2265       2207     purple
48245             904     252051     purple
48247            1136       5281     purple
48249             865      39326     purple
48251             729     126811 255,255,255
48253             931      20785     purple
48255             750      15446     purple
48257             786      71313     purple
48259             662      23743 255,255,255
48261            1457        414     purple
48263             902        859     purple
48265            1106      43653 255,255,255
48267            1251       4468 255,255,255
48269             912        356     purple
48271            1364       3379 255,255,255
48273             871      31549     purple
48275             854       4253     purple
48277             917      48499     purple
48279            1016      14709 255,255,255
48281             712      17762 255,255,255
48283            1489       5866     purple
48285             970      19210     purple
48287             629      15657     purple
48289            1072      15335     purple
48291            1160      70154     purple
48293             909      22051     purple
48295             932       3057 255,255,255
48297            1036      12309     purple
48299             935      17044 255,255,255
48301             673         67 255,255,255
48303             900     242628 255,255,255
48305             892       6550 255,255,255
48307            1069       8205 255,255,255
48309            1042     213517     purple
48311            1113        851     purple
48313             470      12940     purple
48315             381      10941     purple
48317             915       4746 255,255,255
48319             932       3738 255,255,255
48321            1114      37957     purple
48323            1280      47297     purple
48325            1328      39304     purple
48327             902       2360 255,255,255
48329             900     116009 255,255,255
48331            1017      24238     purple
48333             748       5151 255,255,255
48335             910       9698 255,255,255
48337             931      19117     purple
48339            1044     293768     purple
48341             900      20121 255,255,255
48343             254      13048     purple
48345             989       1426 255,255,255
48347             947      59203     purple
48349            1071      45124     purple
48351             933      15072     purple
48353             912      15802 255,255,255
48355             836     313645     purple
48357             918       9006 255,255,255
48359            1501       2185 255,255,255
48361             356      84966     purple
48363             953      27026     purple
48365             801      22756     purple
48367             904      88495     purple
48369             882      10016 255,255,255
48371            4764      16809 255,255,255
48373            1057      41133     purple
48375             909     113546 255,255,255
48377            3856       7304     purple
48379             232       9139     purple
48381             914     104312 255,255,255
48383            1175       3326 255,255,255
48385             700       3047 255,255,255
48387            1050      14314     purple
48389            2636      13137 255,255,255
48391             770       7828     purple
48393             924        887 255,255,255
48395             855      16000     purple
48397             129      43080     purple
48399            1054      11495 255,255,255
48401             924      47372     purple
48403             490      10469     purple
48405             528       8946     purple
48407             571      22246     purple
48409             692      67138     purple
48411            1134       6186 255,255,255
48413            1311       2935 255,255,255
48415             903      16361     purple
48417             914       3302     purple
48419             794      25224     purple
48421             923       3186 255,255,255
48423             928     174706     purple
48425             187       6809 255,255,255
48427            1223      53597     purple
48429             895       9674     purple
48431             923       1393 255,255,255
48433             919       1693     purple
48435            1454       4077 255,255,255
48437             900       8378 255,255,255
48439             864    1446219     purple
48441             916     126555 255,255,255
48443            2358       1081 255,255,255
48445             890      12761 255,255,255
48447             912       1850     purple
48449             411      28118     purple
48451            1522     104010 255,255,255
48453             989     812280     purple
48455             693      13779     purple
48457             923      20871     purple
48459             588      35291     purple
48461            1242       3404 255,255,255
48463            1557      25926 255,255,255
48465            3171      44856 255,255,255
48467             849      48140     purple
48469             883      84088     purple
48471             788      61758     purple
48473             514      32663     purple
48475             836      10909 255,255,255
48477             609      30373     purple
48479            3357     193117     purple
48481            1090      41188     purple
48483             914       5284 255,255,255
48485             628     131664     purple
48487             971      14676     purple
48489             597      20082     purple
48491            1124     249967     purple
48493             807      32408     purple
48495             841       7173 255,255,255
48497             905      48793     purple
48499             650      36752     purple
48501             800       7322 255,255,255
48503             922      17943     purple
48505             997      12182     purple
48507            1299      11600     purple
